filename,size,uri,download_url
4000r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/4000r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/4000r.jpeg::0
5200r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/5200r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/5200r.jpeg::0
6800r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/6800r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016532/6800r.jpeg::0
0200r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/0200r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/0200r.jpeg::0
6500r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/6500r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/6500r.jpeg::0
9700r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/9700r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016533/9700r.jpeg::0
0800r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016534/0800r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016534/0800r.jpeg::0
5700r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016534/5700r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0014/extras/browse/earth/c016534/5700r.jpeg::0
7200r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0004/extras/browse/moon/c006114/7200r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0004/extras/browse/moon/c006114/7200r.jpeg::0
9600r.jpeg,null,atlas:pds3:go:galileo_orbiter:/go_0004/extras/browse/moon/c006114/9600r.jpeg,https://pds-imaging.jpl.nasa.gov/api/data/atlas:pds3:go:galileo_orbiter:/go_0004/extras/browse/moon/c006114/9600r.jpeg::0
